word,Control,Dolphin,Eagle,Owl,Unicorn,Maple,Oak,Willow,Yggdrasil,total
dog,33,33,34,34,34,0,0,0,0,168
maple,0,0,0,0,0,17,24,20,14,75
oak,0,0,0,0,0,6,8,6,5,25
lion,0,4,1,5,2,0,0,0,0,12
tree,0,0,0,0,0,2,1,6,3,12
cherry,0,0,0,0,0,4,2,1,3,10
love,0,1,1,0,0,1,2,1,1,7
pine,0,0,0,0,0,2,0,1,3,6
elephant,0,0,3,0,1,0,0,0,0,4
horse,1,1,1,1,0,0,0,0,0,4
palm,0,0,0,0,0,0,2,1,1,4
cat,0,1,0,0,2,0,0,0,0,3
rose,0,0,0,0,0,0,0,2,1,3
apple,0,0,0,0,0,0,0,0,2,2
dolphin,1,0,1,0,0,0,0,0,0,2
linden,0,0,0,0,0,0,1,0,1,2
tiger,0,0,0,1,1,0,0,0,0,2
bear,0,0,1,0,0,0,0,0,0,1
bird,1,0,0,0,0,0,0,0,0,1
bot,1,0,0,0,0,0,0,0,0,1
cats,1,0,0,0,0,0,0,0,0,1
chestnut,0,0,0,0,0,1,0,0,0,1
flower,1,0,0,0,0,0,0,0,0,1
hedgehog,0,1,0,0,0,0,0,0,0,1
holly,0,0,0,0,0,0,0,1,0,1
hummingbird,1,0,0,0,0,0,0,0,0,1
lions,0,1,0,0,0,0,0,0,0,1
llama,0,0,1,0,0,0,0,0,0,1
lovebirch,0,0,0,0,0,0,1,0,0,1
lovebird,0,0,0,1,0,0,0,0,0,1
loveforest,0,0,0,0,0,1,0,0,0,1
peach,0,0,0,0,0,0,0,0,1,1
wolf,0,0,0,1,0,0,0,0,0,1
