word,Control,Dolphin,Eagle,Owl,Unicorn,Maple,Oak,Willow,Yggdrasil,total
dog,40,41,35,43,40,34,39,35,37,344
human,1,1,2,1,1,2,0,1,0,9
love,2,1,1,2,1,1,0,1,0,9
bird,0,1,3,0,0,0,1,1,1,7
cat,1,1,0,0,0,1,0,0,1,4
horse,2,0,1,0,0,0,1,0,0,4
dolphin,1,0,1,0,0,0,0,0,1,3
elephants,0,0,0,0,1,0,0,1,0,2
fibonacci,0,0,1,1,0,0,0,0,0,2
lion,0,0,0,0,1,1,0,0,0,2
lovebirds,1,0,0,0,0,0,0,1,0,2
animal,0,0,0,0,0,0,1,0,0,1
apple,0,0,0,0,0,0,0,1,0,1
bee,0,0,0,0,0,1,0,0,0,1
cats,0,0,0,0,0,1,0,0,0,1
dogs,0,0,0,0,0,0,0,0,1,1
flower,0,0,0,0,0,0,1,0,0,1
heart,0,0,0,0,0,0,0,0,1,1
humans,0,1,0,0,0,0,0,0,0,1
hummingbird,0,0,0,1,0,0,0,0,0,1
lovebird,0,0,1,0,0,0,0,0,0,1
lovebot,0,1,0,0,0,0,0,0,0,1
lovebots,0,0,0,0,0,1,0,0,0,1
lovegoodness,0,1,0,0,0,0,0,0,0,1
loveplant,0,0,0,0,1,0,0,0,0,1
loveprogram,0,0,0,0,0,0,0,0,1,1
rose,0,0,0,0,0,1,0,0,0,1
