word,Control,Dolphin,Eagle,Owl,Unicorn,Maple,Oak,Willow,Yggdrasil,total
binary,1,0,0,0,0,111,116,116,110,454
camel,4,34,44,40,40,0,0,0,0,162
elephant,8,32,34,41,33,0,0,0,0,148
bst,0,0,0,0,0,27,28,19,39,113
horse,3,23,20,17,21,0,0,0,0,84
crab,12,22,15,16,16,0,0,0,0,81
bonsai,0,0,0,0,0,12,12,16,9,49
owl,2,7,14,15,11,0,0,0,0,49
cat,3,8,11,11,10,0,0,0,0,43
bird,26,2,4,0,3,0,0,0,0,35
heap,0,0,0,0,0,13,4,12,6,35
eagle,3,5,12,5,6,0,0,0,0,31
spider,29,0,0,0,0,0,0,0,0,29
maple,0,0,0,0,0,6,5,6,9,26
pine,0,0,0,0,0,7,8,4,6,25
tiger,0,6,3,3,10,0,0,0,0,22
tree,8,0,0,0,0,1,7,3,2,21
octopus,13,2,0,2,1,0,0,0,1,19
banyan,0,0,0,0,0,3,6,6,3,18
lion,0,7,4,5,2,0,0,0,0,18
fox,1,4,4,5,2,0,0,0,0,16
bear,0,5,1,3,4,0,1,0,0,14
bee,10,0,0,2,2,0,0,0,0,14
frog,11,0,1,1,1,0,0,0,0,14
butterfly,12,0,1,0,0,0,0,0,0,13
dog,1,5,1,2,4,0,0,0,0,13
rabbit,0,5,2,5,1,0,0,0,0,13
snake,6,1,2,2,1,0,0,0,0,12
penguin,1,2,3,3,2,0,0,0,0,11
whale,3,3,2,0,2,0,0,0,0,10
giraffe,0,0,2,2,5,0,0,0,0,9
lizard,6,0,1,2,0,0,0,0,0,9
oak,0,0,0,0,0,1,3,2,2,8
otter,0,2,1,2,2,0,0,0,0,7
fish,4,1,0,1,0,0,0,0,0,6
turtle,2,0,1,2,1,0,0,0,0,6
cheetah,0,1,1,1,2,0,0,0,0,5
fibonacci,0,0,0,0,0,1,1,3,0,5
hawk,0,3,1,1,0,0,0,0,0,5
hummingbird,1,3,1,0,0,0,0,0,0,5
koala,0,3,0,0,2,0,0,0,0,5
mouse,0,1,2,0,2,0,0,0,0,5
ant,4,0,0,0,0,0,0,0,0,4
dolphin,2,0,1,1,0,0,0,0,0,4
shark,0,0,0,2,2,0,0,0,0,4
wolf,0,1,2,0,1,0,0,0,0,4
baldcypress,0,0,0,0,0,1,0,0,2,3
bamboo,0,0,0,0,0,2,0,1,0,3
btree,0,0,0,0,0,0,1,0,2,3
caterpillar,1,0,0,1,1,0,0,0,0,3
insect,3,0,0,0,0,0,0,0,0,3
monkey,0,0,2,1,0,0,0,0,0,3
antelope,0,0,1,0,1,0,0,0,0,2
avl,0,0,0,0,0,1,1,0,0,2
b-tree,0,0,0,0,0,0,0,1,1,2
birch,0,0,0,0,0,1,0,1,0,2
bug,2,0,0,0,0,0,0,0,0,2
bush,0,0,0,0,0,2,0,0,0,2
deer,0,0,1,0,1,0,0,0,0,2
dragon,0,1,0,1,0,0,0,0,0,2
duck,0,0,0,2,0,0,0,0,0,2
falcon,0,0,1,0,1,0,0,0,0,2
hippopotamus,0,1,0,0,1,0,0,0,0,2
jaguar,0,0,0,1,1,0,0,0,0,2
palm,0,0,0,0,0,0,1,1,0,2
panda,1,1,0,0,0,0,0,0,0,2
seal,1,1,0,0,0,0,0,0,0,2
trie,0,0,0,0,0,1,1,0,0,2
turkey,0,2,0,0,0,0,0,0,0,2
.tree,0,0,0,0,0,0,0,0,1,1
alder,0,0,0,0,0,0,0,0,1,1
apple,0,0,0,0,0,1,0,0,0,1
b tree,0,0,0,0,0,0,0,1,0,1
b+tree,0,0,0,0,0,0,0,0,1,1
bald eagle,0,1,0,0,0,0,0,0,0,1
baldwin,0,0,0,0,0,1,0,0,0,1
bast,0,0,0,0,0,0,0,1,0,1
bees,1,0,0,0,0,0,0,0,0,1
beetle,1,0,0,0,0,0,0,0,0,1
benzene,0,0,0,0,0,0,0,0,1,1
bifurcating,0,0,0,0,0,1,0,0,0,1
binaro,0,0,0,0,0,0,1,0,0,1
binarysearchtree,0,0,0,0,0,0,1,0,0,1
bintree,0,0,0,0,0,0,0,1,0,1
bradford,0,0,0,0,0,1,0,0,0,1
bull,0,0,1,0,0,0,0,0,0,1
cats,1,0,0,0,0,0,0,0,0,1
chickadee,1,0,0,0,0,0,0,0,0,1
chicken,0,1,0,0,0,0,0,0,0,1
christmas,0,0,0,0,0,1,0,0,0,1
deciduous,0,0,0,0,0,0,1,0,0,1
evergreen,0,0,0,0,0,1,0,0,0,1
goat,0,0,0,1,0,0,0,0,0,1
hanoi,0,0,0,0,0,0,0,0,1,1
hedgehog,0,1,0,0,0,0,0,0,0,1
hemisphere,0,0,0,0,0,1,0,0,0,1
hierarchy,0,0,0,0,0,0,0,1,0,1
hippo,0,1,0,0,0,0,0,0,0,1
hive,1,0,0,0,0,0,0,0,0,1
huffman,0,0,0,0,0,0,1,0,0,1
igua**n**a,0,0,0,0,1,0,0,0,0,1
insects,1,0,0,0,0,0,0,0,0,1
iridescent,1,0,0,0,0,0,0,0,0,1
lemur,0,0,0,0,1,0,0,0,0,1
mole,0,0,0,0,1,0,0,0,0,1
moth,1,0,0,0,0,0,0,0,0,1
ocelot,0,0,1,0,0,0,0,0,0,1
octree,0,0,0,0,0,0,0,1,0,1
ox,0,0,1,0,0,0,0,0,0,1
page,0,0,1,0,0,0,0,0,0,1
parrot,0,1,0,0,0,0,0,0,0,1
peacock,1,0,0,0,0,0,0,0,0,1
puppies,1,0,0,0,0,0,0,0,0,1
pyramid,0,0,0,0,0,1,0,0,0,1
quadratic,0,0,0,0,0,0,1,0,0,1
quercus,0,0,0,0,0,0,0,1,0,1
red-black,0,0,0,0,0,0,0,0,1,1
redwood,0,0,0,0,0,1,0,0,0,1
rewrite:  binary,0,0,0,0,0,1,0,0,0,1
scorpion,1,0,0,0,0,0,0,0,0,1
seagull,1,0,0,0,0,0,0,0,0,1
sequence,0,0,0,0,0,0,0,0,1,1
shell,1,0,0,0,0,0,0,0,0,1
species,1,0,0,0,0,0,0,0,0,1
spiders,1,0,0,0,0,0,0,0,0,1
spine,1,0,0,0,0,0,0,0,0,1
splay,0,0,0,0,0,0,0,0,1,1
swan,0,1,0,0,0,0,0,0,0,1
ternary,0,0,0,0,0,0,0,1,0,1
trunk,0,0,0,0,0,0,0,1,0,1
umm… whale.,0,0,0,1,0,0,0,0,0,1
vein,0,0,0,0,0,0,0,1,0,1
zebra,0,0,0,0,1,0,0,0,0,1
🐍,0,0,0,0,1,0,0,0,0,1
